ip, url_length, short_service, symbol, double_slash, presu, sub_domain, ssl, domain_length, favicon, port, token, request, url_anchor, link_in_tab, sfh, email, abnormal_url, redirect, mouseover, right_click, popup, iframe, age, dnv, traffic, rank, index, references, reports, result
1,-1,1,1,1,-1,-1,1,-1,-1,1,1,1,0,0,-1,1,1,0,1,1,-1,1,-1,1,0,-1,-1,0,1,-1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,-1,1,1,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,1,0,1,1,-1,1,1,-1,1,-1,1,1,1,1
1,1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,-1,1,1,1,1,0,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,0,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,-1,1,-1,-1,1,1,1,0,0,-1,1,1,0,1,1,-1,1,1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,1,0,-1,1,0,1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,1,1,1
1,-1,1,1,1,1,-1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,1,0,-1,-1,0,1,-1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,0,1,-1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,-1,0,-1,1,0,1,-1
1,-1,1,1,1,-1,-1,0,-1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,-1,0,-1,-1,0,1,-1
1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,1,-1,1,-1,-1,0,1,-1
-1,-1,-1,1,-1,-1,0,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,0,1,-1
-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,0,-1,-1,1,-1,-1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,0,1,-1
1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,0,1,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,1,1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,1,1,-1,1,1,0,1,1
1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,-1,0,-1,1,1,1,-1
1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,0,1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,1,1,-1
1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1
1,-1,1,1,1,-1,1,1,1,-1,1,1,-1,0,1,-1,1,1,0,1,1,-1,1,1,-1,1,-1,1,1,1,1
1,-1,1,1,1,-1,0,1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1
1,-1,1,1,1,-1,1,1,1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,1,1,1,1,-1,0,1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,0,1,1,1,1,1,-1,1,-1,-1,1,1,0,1,1,1,1,-1,-1,0,1,-1,1,1,1
1,-1,1,1,1,-1,-1,1,-1,-1,1,1,1,0,1,-1,1,1,0,1,1,-1,1,1,1,0,-1,1,0,1,1
1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,0,-1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,0,1,-1
-1,-1,-1,1,-1,1,-1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1
1,-1,1,-1,1,-1,0,0,1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,0,1,-1
1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1
-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,-1,1,-1,1,-1,-1,1,-1,1,1,-1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,0,0,1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,0,1,-1
1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,-1
1,-1,1,1,1,-1,-1,1,1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,1,-1,1,1,0,1,1
1,-1,1,1,1,-1,0,0,-1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,1,-1,0,-1,1,0,1,-1
1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,-1
-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,0,0,-1,1,-1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1
1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,-1,0,-1,-1,1,1,-1
1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,1,1,-1
1,-1,1,1,1,-1,0,1,1,1,1,1,-1,0,1,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1
1,-1,1,1,1,-1,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,1,-1,1,1,-1,1,-1,1,1,1,-1
-1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,1,-1,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,-1,0,-1,1,0,1,-1
1,-1,1,1,1,-1,0,0,1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,0,1,-1
1,-1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,1,1,-1,1,1,0,1,1
1,-1,1,1,1,1,0,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,-1,-1,1,0,1,1,-1,1,-1,-1,-1,-1,-1,0,1,-1
1,-1,1,1,1,-1,0,0,-1,1,1,1,1,-1,0,-1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,0,1,-1
1,1,1,1,1,-1,0,0,-1,1,1,1,1,-1,0,1,1,1,0,1,1,1,1,1,-1,1,-1,-1,1,1,-1
1,-1,1,1,1,-1,-1,0,-1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,-1,-1,0,1,-1
1,-1,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,0,-1,-1,1,0,1,1,-1,-1,1,1,1,-1,1,0,1,1
1,1,1,1,1,-1,-1,1,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
1,-1,1,1,1,1,-1,1,1,-1,-1,1,-1,1,0,-1,-1,1,0,1,1,-1,-1,-1,1,-1,-1,1,0,1,1
1,-1,1,1,1,-1,-1,1,1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,1,1,1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,-1,0,1,-1
1,-1,1,-1,1,-1,0,-1,-1,1,1,1,1,-1,0,-1,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,1,1,-1
1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,0,1,1,-1,1,0,1,1,-1,-1,1,-1,1,-1,1,1,1,1
1,1,1,1,1,-1,0,1,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
1,1,1,1,1,-1,0,-1,-1,1,1,1,1,-1,0,1,1,1,0,1,1,1,1,-1,-1,0,-1,-1,1,1,-1
1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,0,-1,-1,0,1,-1
1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,-1,0,-1,1,1,1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,1,1,-1
-1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,0,1,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1
1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,1,-1,-1,0,-1,1,0,1,-1
1,-1,1,1,1,-1,0,0,1,1,1,1,-1,-1,1,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,1,1,-1
-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,0,-1,1,1,1,-1
-1,1,-1,1,-1,-1,1,1,-1,1,1,-1,1,0,0,1,1,-1,1,1,1,1,1,1,-1,0,-1,1,1,1,-1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,0,1,-1
1,-1,1,1,1,-1,0,0,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,1,-1,0,-1,1,1,1,-1
1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,-1,-1,0,-1,1,0,1,-1
1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,0,1,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
1,1,1,1,1,-1,0,-1,-1,1,1,1,1,-1,0,1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,0,1,-1
1,-1,1,1,1,-1,0,1,-1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,-1,-1,0,-1,1,1,1,-1
1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1
1,-1,1,1,1,-1,-1,1,-1,-1,-1,1,1,0,0,-1,-1,1,0,1,1,-1,1,1,1,1,-1,1,0,1,1
1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1
-1,-1,-1,1,-1,-1,0,1,-1,1,1,-1,1,0,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1
1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,-1
1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,0,1,-1
1,-1,1,1,1,-1,0,-1,-1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1
1,-1,1,1,1,-1,0,0,1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,1,1,-1
-1,-1,-1,1,-1,-1,0,1,1,1,1,-1,-1,0,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1
1,-1,1,1,1,-1,-1,1,-1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,0,-1,-1,0,1,-1
1,-1,1,1,1,-1,0,1,1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1
-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,1,0,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,0,1,-1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,-1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,-1,0,-1,-1,1,1,1
1,-1,1,1,1,-1,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,1,0,-1,1,-1,1,1,-1,1,-1,1,1,-1,-1
1,-1,1,1,1,-1,-1,1,1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
-1,-1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,0,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,0,1,-1,-1,-1,1,1,1,1,-1,-1,1,0,-1,1,-1,1,-1,-1,1,-1,1,1,-1,1
1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,-1,-1,1,-1,1,1,1,1
1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,-1,1,0,-1,1,-1,1,-1,1,0,-1,1,0,-1,1
1,-1,1,1,1,-1,0,1,-1,-1,-1,1,-1,1,1,-1,-1,1,0,1,1,-1,1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,-1,0,1,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,-1,-1,0,-1,1,0,1,-1
1,-1,1,1,1,-1,1,1,1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,1,1,1,1,-1,0,-1,-1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,1,1,-1
1,-1,1,1,1,-1,0,0,-1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,1,1,-1
1,-1,1,1,1,-1,-1,1,1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1
1,1,1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,1,1,-1,0,1,1
1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,0,1,-1
1,1,1,1,1,-1,0,0,-1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,1,1,-1,0,-1,1,0,1,-1
1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,-1,-1,1,-1,1,1,1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,-1
1,-1,1,1,1,1,1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,1,1,-1,0,1,1
1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,1,1,-1,0,1,1
1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,-1,-1,0,-1,1,0,1,-1
1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,-1,-1,1,1,1,1,1
1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,1,0,1,1,-1,-1,1,1,1,-1,1,0,-1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,1,0,-1,1,0,1,-1
1,-1,1,1,1,-1,0,0,-1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,1,1,-1
1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,0,1,-1
1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,1,0,1,1,-1,-1,-1,1,0,-1,1,0,-1,-1
1,1,1,1,1,-1,0,0,-1,1,1,1,-1,-1,-1,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,1,1,-1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,1,1,1,-1,0,1,1
1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,-1,-1,1,1,1,1,1
1,1,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,1,-1,1,1,1,-1
1,-1,1,1,1,-1,0,0,1,-1,-1,1,1,-1,0,-1,-1,1,0,1,1,-1,1,1,1,0,-1,1,0,-1,-1
1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,0,-1,1,1,0,1,1,1,1,-1,-1,0,-1,1,1,1,-1
-1,1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,0,-1,1,1,-1,1,1,1,1,1,1,-1,0,-1,1,1,1,1
1,-1,1,1,1,-1,0,1,-1,1,1,1,-1,1,0,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,-1,1,0,-1,1,0,1,1
1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,0,-1,-1,1,0,1,1,-1,1,-1,-1,0,-1,1,0,-1,-1
1,1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,0,0,-1,1,1,1,1,-1,0,-1,1,1,0,1,1,1,1,1,-1,0,-1,1,0,1,-1
1,-1,1,1,1,1,-1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1
1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,1,0,1,1,-1,1,1,-1,1,1,-1,1,-1,1
1,-1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,1,1,-1,1,-1,0,0,1,1,1,1,-1,-1,0,1,1,1,0,1,1,1,1,1,1,-1,-1,1,0,1,-1
1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,-1
1,-1,1,1,1,-1,0,0,-1,1,1,1,1,-1,0,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,1,1,-1
1,-1,1,1,1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,-1,1,0,1,-1,-1,-1,1,-1,1,1,1,1,-1,1
1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,0,1,-1
1,1,1,1,1,-1,-1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,-1,0,-1,1,1,1,1
1,1,1,1,1,-1,1,1,-1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,1,-1,0,-1,1,1,1,1
-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,0,0,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1
1,-1,1,1,1,-1,0,1,-1,-1,-1,1,1,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,1,-1,1,-1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
-1,1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1
1,-1,1,1,1,-1,0,-1,1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,-1,1,1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,-1,1,-1,1,1,1,1
1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,1,0,1,1,-1,-1,-1,1,1,-1,1,0,-1,1
1,-1,1,-1,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,1,1,1,1,-1,0,1,-1,1,1,1,1,0,-1,1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,1,0,1,1,-1,1,-1,-1,-1,-1,1,0,-1,-1
1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,0,0,-1,-1,1,0,1,1,-1,1,-1,-1,-1,-1,-1,0,-1,-1
1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,1,-1,1,0,1,1,-1,1,1,-1,1,-1,1,1,-1,1
1,-1,1,1,1,1,-1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,0,1,-1,1,1,1,-1,0,1,-1,1,1,0,1,1,1,1,-1,-1,0,-1,-1,0,1,-1
1,1,1,1,1,-1,-1,1,-1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,1,-1,-1,0,-1,-1,0,1,-1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,-1,0,-1,-1,0,1,-1
1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,1,1,1,1,-1,0,1,1
1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,-1,1,1,1,1,-1,1,-1,-1,-1,1,1,0,1,-1,-1,1,0,1,1,-1,-1,1,-1,1,-1,1,1,-1,1
1,-1,1,1,1,-1,1,1,-1,-1,-1,1,1,0,-1,-1,-1,1,0,1,-1,-1,-1,1,1,1,-1,1,0,-1,1
1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,0,1,-1
1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,0,-1,1,-1,1,0,1,1,-1,1,-1,-1,1,-1,1,1,-1,1
1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,-1,1,1,1,-1,0,1,1
1,-1,1,1,1,-1,0,-1,-1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,0,-1,-1,0,1,-1
1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,1,0,-1,1,0,1,1
1,1,1,1,1,1,1,1,-1,1,1,1,1,0,-1,1,1,1,0,1,1,1,1,1,1,0,-1,1,0,1,1
-1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,-1,0,-1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,1,1,1
1,-1,1,1,1,-1,0,1,-1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
1,1,1,-1,1,-1,1,1,-1,1,1,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,1,1,-1,1,-1,0,-1,-1,1,1,1,1,-1,0,1,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,1,1,-1
1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,0,-1,1,0,1,1
